sa2_name_2011,date,Room nights occupied (no.),Room nights available (no.),Room occupancy rate (%),Guest nights occupied (no.),Guest nights available (no.),Bed occupancy rate (%),Takings from accommodation ($),Average takings per room night occupied ($),Average takings per room night available ($)
Newtown (Qld),2016-02-01,,,,,,,,,
North Toowoomba - Harlaxton,2016-02-01,,,,,,,,,
Toowoomba - Central,2016-02-01,9340,16856,55.4,12939,44605,29,1474520,157.88,87.48
Toowoomba - East,2016-02-01,3634,7105,51.1,5723,21721,26.3,460357,126.68,64.79
Toowoomba - West,2016-02-01,,,,,,,,,
Wilsonton,2016-02-01,,,,,,,,,
Kingaroy,2016-02-01,3324,5913,56.2,4050,15380,26.3,394281,118.6,66.68
Kingaroy Region - North,2016-02-01,,,,,,,,,
Nanango,2016-02-01,936,1479,63.3,990,3886,25.5,103655,110.74,70.08
Bargara - Burnett Heads,2016-02-01,4039,6989,57.8,7583,27260,27.8,695160,172.11,99.46
Branyan - Kensington,2016-02-01,,,,,,,,,
Bundaberg,2016-02-01,5749,9152,62.8,8458,24108,35.1,698322,121.48,76.3
Bundaberg Region - South,2016-02-01,694,1943,35.7,992,6989,14.2,70285,101.28,36.17
Millbank - Avoca,2016-02-01,1693,2784,60.8,1923,8671,22.2,157837,93.23,56.69
Gayndah - Mundubbera,2016-02-01,,,,,,,,,
Gin Gin,2016-02-01,,,,,,,,,
Monto - Eidsvold,2016-02-01,,,,,,,,,
Central Highlands - East,2016-02-01,1717,4122,41.6,1826,10158,18,188017,109.53,45.61
Central Highlands - West,2016-02-01,,,,,,,,,
Emerald,2016-02-01,4177,14616,28.6,4788,38019,12.6,522229,125.02,35.73
Agnes Water - Miriam Vale,2016-02-01,3120,9686,32.2,6417,33379,19.2,644433,206.55,66.53
Banana,2016-02-01,,,,,,,,,
Biloela,2016-02-01,2441,6525,37.4,3069,16530,18.6,311719,127.7,47.77
Boyne Island - Tannum Sands,2016-02-01,892,2276,39.2,1376,6371,21.6,73429,82.34,32.26
Clinton - New Auckland,2016-02-01,,,,,,,,,
Gladstone,2016-02-01,12652,26693,47.4,15395,72298,21.3,1611921,127.4,60.39
Gladstone Hinterland,2016-02-01,,,,,,,,,
West Gladstone,2016-02-01,,,,,,,,,
Berserker,2016-02-01,,,,,,,,,
Emu Park,2016-02-01,,,,,,,,,
Norman Gardens,2016-02-01,1599,3219,49.7,2223,7859,28.3,236589,147.98,73.5
Park Avenue,2016-02-01,2552,6493,39.3,4502,17702,25.4,297309,116.49,45.79
Parkhurst - Kawana,2016-02-01,,,,,,,,,
Rockhampton City,2016-02-01,12226,27226,44.9,17594,67761,26,1967815,160.96,72.28
The Range - Allenstown,2016-02-01,4574,10570,43.3,5996,32234,18.6,509331,111.35,48.19
Yeppoon,2016-02-01,2873,8092,35.5,4910,33297,14.7,373005,129.81,46.1
Broadsound - Nebo,2016-02-01,892,5887,15.2,939,13050,7.2,102020,114.32,17.33
Clermont,2016-02-01,,,,,,,,,
Moranbah,2016-02-01,2476,6815,36.3,2991,16240,18.4,321756,129.95,47.21
East Mackay,2016-02-01,1608,6235,25.8,2524,18009,14,227467,141.48,36.48
Eimeo - Rural View,2016-02-01,,,,,,,,,
Mackay,2016-02-01,14685,28389,51.7,20344,69026,29.5,1965748,133.86,69.24
Sarina,2016-02-01,822,2621,31.4,1143,8249,13.9,99317,120.76,37.89
Seaforth - Calen,2016-02-01,,,,,,,,,
Shoal Point - Bucasia,2016-02-01,,,,,,,,,
Slade Point,2016-02-01,,,,,,,,,
South Mackay,2016-02-01,,,,,,,,,
West Mackay,2016-02-01,5712,16511,34.6,7078,46559,15.2,584188,102.27,35.38
Bowen,2016-02-01,,,,,,,,,
Airlie - Whitsundays,2016-02-01,,,,,,,,,
Proserpine,2016-02-01,,,,,,,,,
Ayr,2016-02-01,1047,2233,46.9,1384,6409,21.6,118528,113.21,53.08
Charters Towers,2016-02-01,1369,4495,30.5,1835,13079,14,168005,122.72,37.38
Ingham,2016-02-01,794,2784,28.5,946,7859,12,88509,111.47,31.79
Ingham Region,2016-02-01,,,,,,,,,
Palm Island,2016-02-01,,,,,,,,,
Aitkenvale,2016-02-01,,,,,,,,,
Belgian Gardens - Pallarenda,2016-02-01,,,,,,,,,
Deeragun,2016-02-01,,,,,,,,,
Garbutt - West End,2016-02-01,,,,,,,,,
Hermit Park - Rosslea,2016-02-01,3318,7393,44.9,5692,21699,26.2,281472,84.84,38.07
Magnetic Island,2016-02-01,1176,5916,19.9,2578,18212,14.2,187965,159.83,31.77
Mundingburra,2016-02-01,,,,,,,,,
South Townsville - Railway Estate,2016-02-01,13533,23276,58.1,19515,60282,32.4,1595406,117.89,68.54
Townsville City - North Ward,2016-02-01,19088,36109,52.9,28456,91664,31,2004019,104.99,55.5
Wulguru - Roseneath,2016-02-01,,,,,,,,,
Clifton Beach - Kewarra Beach,2016-02-01,,,,,,,,,
Freshwater - Stratford,2016-02-01,,,,,,,,,
Trinity Beach - Smithfield,2016-02-01,4855,9686,50.1,9819,36308,27,603045,124.22,62.26
Yorkeys Knob - Machans Beach,2016-02-01,,,,,,,,,
Cairns City,2016-02-01,114193,153054,74.6,210322,426774,49.3,15391677,134.79,100.56
Earlville - Bayview Heights,2016-02-01,,,,,,,,,
Manunda,2016-02-01,12741,16970,75.1,21561,50747,42.5,918376,72.08,54.12
Woree,2016-02-01,2228,3828,58.2,4548,8584,53,204140,91.62,53.33
Innisfail,2016-02-01,,,,,,,,,
Johnstone,2016-02-01,,,,,,,,,
Tully,2016-02-01,2318,7674,30.2,3866,23815,16.2,273938,118.18,35.7
Daintree,2016-02-01,,,,,,,,,
Port Douglas,2016-02-01,21163,70239,30.1,45585,224072,20.3,3625912,171.33,51.62
Atherton,2016-02-01,1255,2545,49.3,1996,6446,31,141460,112.74,55.58
Malanda - Yungaburra,2016-02-01,,,,,,,,,
Mareeba,2016-02-01,,,,,,,,,
Cape York,2016-02-01,2081,5289,39.3,2972,11793,25.2,217345,104.43,41.09
Croydon - Etheridge,2016-02-01,,,,,,,,,
Northern Peninsula,2016-02-01,,,,,,,,,
Torres,2016-02-01,,,,,,,,,
Weipa,2016-02-01,,,,,,,,,
Carpentaria,2016-02-01,627,2089,30,834,6445,12.9,67706,107.92,32.41
Mount Isa,2016-02-01,3491,10318,33.8,4193,26344,15.9,433052,124.06,41.97
Mount Isa Region,2016-02-01,1044,2336,44.7,1249,5607,22.3,119439,114.38,51.13
Northern Highlands,2016-02-01,,,,,,,,,
Barcaldine - Blackall,2016-02-01,1199,3737,32.1,2497,11068,22.6,150054,125.2,40.15
Charleville,2016-02-01,1209,3509,34.5,1477,9425,15.7,136734,113.1,38.97
Far Central West,2016-02-01,477,2001,23.9,805,5713,14.1,55602,116.47,27.79
Far South West,2016-02-01,,,,,,,,,
Longreach,2016-02-01,1909,6269,30.5,2704,19043,14.2,212487,111.3,33.89
Migratory - Offshore - Shipping (Qld),2016-02-01,26015,38570,67.4,59556,113506,52.5,8973483,344.93,232.65
Burleigh Heads,2016-03-01,6851,9362,73.2,16961,32085,52.9,1179794,172.2,126.02
Mermaid Beach - Broadbeach,2016-03-01,60015,86180,69.6,129136,283216,45.6,11888841,198.1,137.95
Mermaid Waters,2016-03-01,,,,,,,,,
Miami,2016-03-01,2718,4247,64,5016,13423,37.4,223598,82.27,52.65
Coolangatta,2016-03-01,18664,24211,77.1,42091,79608,52.9,2748106,147.24,113.51
Currumbin - Tugun,2016-03-01,,,,,,,,,
Palm Beach,2016-03-01,2690,4526,59.4,4133,13857,29.8,328644,122.17,72.61
Biggera Waters,2016-03-01,4252,6200,68.6,8248,20863,39.5,651199,153.14,105.03
Labrador,2016-03-01,,,,,,,,,
Paradise Point - Hollywell,2016-03-01,,,,,,,,,
Runaway Bay,2016-03-01,,,,,,,,,
Tamborine - Canungra,2016-03-01,3912,9021,43.4,6764,26970,25.1,768803,196.52,85.22
Currumbin Valley - Tallebudgera,2016-03-01,,,,,,,,,
Carrara,2016-03-01,,,,,,,,,
Nerang - Mount Nathan,2016-03-01,,,,,,,,,
Coomera,2016-03-01,,,,,,,,,
Hope Island,2016-03-01,,,,,,,,,
Ormeau - Yatala,2016-03-01,,,,,,,,,
Varsity Lakes,2016-03-01,,,,,,,,,
Southport,2016-03-01,,,,,,,,,
Benowa,2016-03-01,,,,,,,,,
Main Beach,2016-03-01,25782,36487,70.7,64040,118699,54,6165968,239.16,168.99
Surfers Paradise,2016-03-01,145854,198906,73.3,343043,589197,58.2,22242961,152.5,111.83
Beaudesert,2016-03-01,,,,,,,,,
Cleveland,2016-03-01,,,,,,,,,
Ormiston,2016-03-01,,,,,,,,,
Redland Islands,2016-03-01,4399,6138,71.7,8026,25978,30.9,633045,143.9,103.14
Manly - Lota,2016-03-01,,,,,,,,,
Wakerley,2016-03-01,,,,,,,,,
Wynnum,2016-03-01,,,,,,,,,
Wynnum West - Hemmant,2016-03-01,,,,,,,,,
Carseldine,2016-03-01,,,,,,,,,
Aspley,2016-03-01,,,,,,,,,
Chermside,2016-03-01,5918,10292,57.5,11225,27621,40.6,1195178,201.96,116.13
Boondall,2016-03-01,,,,,,,,,
Brisbane Airport,2016-03-01,,,,,,,,,
Northgate - Virginia,2016-03-01,,,,,,,,,
Annerley,2016-03-01,,,,,,,,,
Greenslopes,2016-03-01,,,,,,,,,
Woolloongabba,2016-03-01,6782,9951,68.2,11105,21483,51.7,826475,121.86,83.05
Eight Mile Plains,2016-03-01,,,,,,,,,
Mount Gravatt,2016-03-01,,,,,,,,,
Upper Mount Gravatt,2016-03-01,,,,,,,,,
Robertson,2016-03-01,,,,,,,,,
Calamvale - Stretton,2016-03-01,,,,,,,,,
Rocklea - Acacia Ridge,2016-03-01,2410,3968,60.7,2978,10385,28.7,274398,113.86,69.15
Sunnybank,2016-03-01,,,,,,,,,
Jindalee - Mount Ommaney,2016-03-01,,,,,,,,,
Indooroopilly,2016-03-01,,,,,,,,,
St Lucia,2016-03-01,,,,,,,,,
Brisbane City,2016-03-01,165902,222797,74.5,250418,568106,44.1,30580521,184.33,137.26
Fortitude Valley,2016-03-01,11914,18538,64.3,16931,37572,45.1,1883835,158.12,101.62
Kangaroo Point,2016-03-01,14224,23529,60.5,22498,62155,36.2,1996615,140.37,84.86
New Farm,2016-03-01,,,,,,,,,
South Brisbane,2016-03-01,16666,25531,65.3,24585,65656,37.4,2815126,168.91,110.26
Spring Hill,2016-03-01,27378,44888,61,42517,113863,37.3,3604525,131.66,80.3
Albion,2016-03-01,,,,,,,,,
Ascot,2016-03-01,1779,2883,61.7,3110,7781,40,285667,160.58,99.09
Clayfield,2016-03-01,,,,,,,,,
Hamilton (Qld),2016-03-01,5826,12307,47.3,8631,30969,27.9,919970,157.9,74.75
Hendra,2016-03-01,,,,,,,,,
Kelvin Grove - Herston,2016-03-01,,,,,,,,,
Newstead - Bowen Hills,2016-03-01,9081,15602,58.2,13818,40075,34.5,1339287,147.49,85.84
Windsor,2016-03-01,,,,,,,,,
Auchenflower,2016-03-01,,,,,,,,,
Paddington - Milton,2016-03-01,,,,,,,,,
Toowong,2016-03-01,3171,5766,55,5598,17298,32.4,493731,155.71,85.63
Darra - Sumner,2016-03-01,,,,,,,,,
Oxley (Qld),2016-03-01,,,,,,,,,
Boonah,2016-03-01,,,,,,,,,
Lowood,2016-03-01,,,,,,,,,
Rosewood,2016-03-01,,,,,,,,,
Ipswich - Central,2016-03-01,5810,8614,67.4,8645,21878,39.5,753457,129.68,87.47
Leichhardt - One Mile,2016-03-01,,,,,,,,,
North Ipswich - Tivoli,2016-03-01,,,,,,,,,
Raceview,2016-03-01,,,,,,,,,
Hillcrest,2016-03-01,,,,,,,,,
Loganholme - Tanah Merah,2016-03-01,,,,,,,,,
Loganlea,2016-03-01,,,,,,,,,
Waterford West,2016-03-01,,,,,,,,,
Slacks Creek,2016-03-01,,,,,,,,,
Springwood,2016-03-01,,,,,,,,,
Bribie Island,2016-03-01,1469,2945,49.9,3429,33759,10.2,211985,144.31,71.98
Caboolture,2016-03-01,1544,2480,62.3,1956,7502,26.1,187779,121.62,75.72
Caboolture - South,2016-03-01,,,,,,,,,
Margate - Woody Point,2016-03-01,,,,,,,,,
Redcliffe,2016-03-01,2948,4712,62.6,5623,14384,39.1,550279,186.66,116.78
Cashmere,2016-03-01,,,,,,,,,
Gatton,2016-03-01,,,,,,,,,
Lockyer Valley - West,2016-03-01,,,,,,,,,
Buderim - North,2016-03-01,,,,,,,,,
Buddina - Minyama,2016-03-01,,,,,,,,,
Caloundra - Kings Beach,2016-03-01,10344,16368,63.2,26156,57629,45.4,1745885,168.79,106.66
Golden Beach - Pelican Waters,2016-03-01,6642,10447,63.6,13312,33728,39.5,802368,120.8,76.8
Moffat Beach - Battery Hill,2016-03-01,1238,2728,45.4,2847,8370,34,152828,123.45,56.02
Wurtulla - Birtinya,2016-03-01,,,,,,,,,
Coolum Beach,2016-03-01,5278,10850,48.6,12916,42067,30.7,883354,167.37,81.42
Marcoola - Mudjimba,2016-03-01,9402,16120,58.3,23102,60047,38.5,1356947,144.32,84.18
Maroochydore - Kuluin,2016-03-01,7157,12183,58.7,16190,41478,39,1591969,222.44,130.67
Mooloolaba - Alexandra Headland,2016-03-01,24699,37541,65.8,55032,134788,40.8,4544089,183.98,121.04
Diddillibah - Rosemount,2016-03-01,,,,,,,,,
Nambour,2016-03-01,805,1829,44,1050,5301,19.8,95639,118.81,52.29
Noosa Heads,2016-03-01,23076,36983,62.4,51473,111631,46.1,6938528,300.68,187.61
Noosaville,2016-03-01,10984,20119,54.6,26926,74927,35.9,1613599,146.9,80.2
Peregian,2016-03-01,748,1767,42.3,1379,6324,21.8,139636,186.68,79.02
Sunshine Beach,2016-03-01,1257,2201,57.1,2744,8990,30.5,221686,176.36,100.72
Caloundra Hinterland,2016-03-01,,,,,,,,,
Maroochy Hinterland,2016-03-01,,,,,,,,,
Palmwoods,2016-03-01,,,,,,,,,
Cooloola,2016-03-01,1896,5146,36.8,4416,19623,22.5,229091,120.83,44.52
Gympie - North,2016-03-01,3067,4681,65.5,5794,13206,43.9,374697,122.16,80.05
Pialba - Eli Waters,2016-03-01,924,2325,39.7,1345,6944,19.4,98969,107.11,42.57
Point Vernon,2016-03-01,,,,,,,,,
Torquay - Scarness - Kawungan,2016-03-01,,,,,,,,,
Urangan - Wondunna,2016-03-01,9577,16833,56.9,17777,61938,28.7,1155746,120.68,68.66
Burrum - Fraser,2016-03-01,,,,,,,,,
Maryborough (Qld),2016-03-01,4548,11346,40.1,9003,32990,27.3,495092,108.87,43.64
Tinana,2016-03-01,,,,,,,,,
Balonne,2016-03-01,1584,4774,33.2,2039,14136,14.4,198487,125.33,41.58
Chinchilla,2016-03-01,1891,4898,38.6,2054,12059,17,234852,124.17,47.95
Goondiwindi,2016-03-01,3305,7192,46,4834,20987,23,369061,111.67,51.32
Miles - Wandoan,2016-03-01,865,4092,21.1,946,9734,9.7,125637,145.17,30.7
Roma,2016-03-01,4197,8587,48.9,6065,23126,26.2,541355,128.99,63.04
Roma Region,2016-03-01,748,2294,32.6,805,6541,12.3,107474,143.68,46.85
Tara,2016-03-01,,,,,,,,,
Crows Nest - Rosalie,2016-03-01,,,,,,,,,
Jondaryan,2016-03-01,,,,,,,,,
Pittsworth,2016-03-01,,,,,,,,,
Wambo,2016-03-01,3958,8432,46.9,5662,22723,24.9,506279,127.9,60.04
Southern Downs - East,2016-03-01,,,,,,,,,
Stanthorpe,2016-03-01,2983,5208,57.3,4885,16988,28.8,336360,112.76,64.59
Warwick,2016-03-01,2731,6262,43.6,4937,17112,28.9,280948,102.86,44.87
Darling Heights,2016-03-01,2756,4185,65.8,4410,13299,33.2,328748,119.29,78.55
Drayton - Harristown,2016-03-01,1717,3007,57.1,2394,8742,27.4,250982,146.17,83.47
Highfields,2016-03-01,,,,,,,,,
Newtown (Qld),2016-03-01,,,,,,,,,
North Toowoomba - Harlaxton,2016-03-01,,,,,,,,,
Toowoomba - Central,2016-03-01,9555,18228,52.4,13676,48298,28.3,1540802,161.26,84.53
Toowoomba - East,2016-03-01,3942,7595,51.9,6478,23219,27.9,513257,130.2,67.58
Toowoomba - West,2016-03-01,,,,,,,,,
Wilsonton,2016-03-01,,,,,,,,,
Kingaroy,2016-03-01,3009,6386,47.1,3965,16616,23.9,401580,133.45,62.88
Kingaroy Region - North,2016-03-01,,,,,,,,,
Nanango,2016-03-01,570,1581,36.1,625,4154,15,61330,107.6,38.79
Bargara - Burnett Heads,2016-03-01,4343,7471,58.1,8462,29140,29,750542,172.82,100.46
Branyan - Kensington,2016-03-01,,,,,,,,,
Bundaberg,2016-03-01,5632,9858,57.1,8404,25978,32.4,689879,122.49,69.98
Bundaberg Region - South,2016-03-01,930,2077,44.8,1462,7471,19.6,99925,107.45,48.11
Millbank - Avoca,2016-03-01,1571,2976,52.8,1755,9269,18.9,161920,103.07,54.41
Gayndah - Mundubbera,2016-03-01,,,,,,,,,
Gin Gin,2016-03-01,,,,,,,,,
Monto - Eidsvold,2016-03-01,,,,,,,,,
Central Highlands - East,2016-03-01,1789,4433,40.4,1956,10912,17.9,175902,98.32,39.68
Central Highlands - West,2016-03-01,,,,,,,,,
Emerald,2016-03-01,4568,15624,29.2,5648,40641,13.9,555249,121.55,35.54
Agnes Water - Miriam Vale,2016-03-01,3751,10354,36.2,8710,35681,24.4,884736,235.87,85.45
Banana,2016-03-01,,,,,,,,,
Biloela,2016-03-01,2831,6975,40.6,3558,17670,20.1,350854,123.93,50.3
Boyne Island - Tannum Sands,2016-03-01,850,2449,34.7,1327,6851,19.4,72387,85.19,29.56
Clinton - New Auckland,2016-03-01,,,,,,,,,
Gladstone,2016-03-01,12335,28582,43.2,16184,77438,20.9,1465093,118.78,51.26
Gladstone Hinterland,2016-03-01,,,,,,,,,
West Gladstone,2016-03-01,,,,,,,,,
Berserker,2016-03-01,,,,,,,,,
Emu Park,2016-03-01,,,,,,,,,
Norman Gardens,2016-03-01,2030,3441,59,2899,8401,34.5,245588,120.96,71.37
Park Avenue,2016-03-01,3137,6975,45,5516,19034,29,328350,104.68,47.08
Parkhurst - Kawana,2016-03-01,,,,,,,,,
Rockhampton City,2016-03-01,13129,29171,45,19032,72602,26.2,1942401,147.95,66.59
The Range - Allenstown,2016-03-01,4703,11315,41.6,6424,34503,18.6,510917,108.63,45.15
Yeppoon,2016-03-01,3277,8711,37.6,8111,35774,22.7,489278,149.32,56.17
Broadsound - Nebo,2016-03-01,1144,6293,18.2,1183,13950,8.5,120233,105.13,19.11
Clermont,2016-03-01,,,,,,,,,
Moranbah,2016-03-01,2301,7285,31.6,2818,17360,16.2,281694,122.42,38.67
East Mackay,2016-03-01,1757,6665,26.4,2761,19251,14.3,245627,139.78,36.85
Eimeo - Rural View,2016-03-01,,,,,,,,,
Mackay,2016-03-01,15706,30628,51.3,23471,74421,31.5,2228092,141.86,72.75
Sarina,2016-03-01,1200,2821,42.5,1662,8897,18.7,151125,125.95,53.57
Seaforth - Calen,2016-03-01,,,,,,,,,
Shoal Point - Bucasia,2016-03-01,,,,,,,,,
Slade Point,2016-03-01,,,,,,,,,
South Mackay,2016-03-01,,,,,,,,,
West Mackay,2016-03-01,6341,17732,35.8,8326,49965,16.7,658337,103.83,37.13
Bowen,2016-03-01,,,,,,,,,
Airlie - Whitsundays,2016-03-01,41353,57071,72.5,90285,198245,45.5,12828569,310.22,224.78
Proserpine,2016-03-01,,,,,,,,,
Ayr,2016-03-01,1070,2387,44.8,1569,6851,22.9,117368,109.69,49.17
Charters Towers,2016-03-01,1536,4805,32,2160,13981,15.4,207725,135.24,43.23
Ingham,2016-03-01,1055,2976,35.5,1297,8401,15.4,116588,110.51,39.18
Ingham Region,2016-03-01,,,,,,,,,
Palm Island,2016-03-01,,,,,,,,,
Aitkenvale,2016-03-01,,,,,,,,,
Belgian Gardens - Pallarenda,2016-03-01,,,,,,,,,
Deeragun,2016-03-01,,,,,,,,,
Garbutt - West End,2016-03-01,,,,,,,,,
Hermit Park - Rosslea,2016-03-01,3414,7936,43,6252,23281,26.9,314342,92.07,39.61
Magnetic Island,2016-03-01,1813,6324,28.7,4847,19468,24.9,282538,155.84,44.68
Mundingburra,2016-03-01,,,,,,,,,
South Townsville - Railway Estate,2016-03-01,14637,24496,59.8,21914,63792,34.4,1721532,117.62,70.28
Townsville City - North Ward,2016-03-01,20296,38843,52.3,31355,98487,31.8,2233531,110.05,57.5
Wulguru - Roseneath,2016-03-01,,,,,,,,,
Clifton Beach - Kewarra Beach,2016-03-01,,,,,,,,,
Freshwater - Stratford,2016-03-01,,,,,,,,,
Trinity Beach - Smithfield,2016-03-01,5570,10354,53.8,11817,38812,30.4,740491,132.95,71.52
Yorkeys Knob - Machans Beach,2016-03-01,,,,,,,,,
Cairns City,2016-03-01,118195,163183,72.4,212777,456010,46.7,14894956,126.02,91.28
Earlville - Bayview Heights,2016-03-01,,,,,,,,,
Manunda,2016-03-01,,,,,,,,,
Woree,2016-03-01,2526,4092,61.7,5379,9176,58.6,238752,94.52,58.35
Innisfail,2016-03-01,,,,,,,,,
Johnstone,2016-03-01,,,,,,,,,
Tully,2016-03-01,2230,8246,27,4048,25575,15.8,285809,128.19,34.66
Daintree,2016-03-01,1529,3720,41.1,2758,10137,27.2,364881,238.64,98.09
Port Douglas,2016-03-01,28859,76099,37.9,67346,243442,27.7,5298031,183.58,69.62
Atherton,2016-03-01,1121,2759,40.6,1672,7009,23.9,119877,106.98,43.45
Malanda - Yungaburra,2016-03-01,1425,2139,66.6,3282,6138,53.5,92645,64.99,43.31
Mareeba,2016-03-01,,,,,,,,,
Cape York,2016-03-01,2067,5673,36.4,3071,12648,24.3,210148,101.66,37.04
Croydon - Etheridge,2016-03-01,,,,,,,,,
Northern Peninsula,2016-03-01,,,,,,,,,
Torres,2016-03-01,,,,,,,,,
Weipa,2016-03-01,,,,,,,,,
Carpentaria,2016-03-01,935,2790,33.5,1216,8153,14.9,100774,107.82,36.12
Mount Isa,2016-03-01,3795,11067,34.3,4655,28272,16.5,480699,126.68,43.44
Mount Isa Region,2016-03-01,892,2542,35.1,1139,6107,18.7,116357,130.43,45.77
Northern Highlands,2016-03-01,,,,,,,,,
Barcaldine - Blackall,2016-03-01,1203,4030,29.9,2560,11935,21.4,143900,119.58,35.71
Charleville,2016-03-01,1293,3751,34.5,1617,10075,16,146515,113.31,39.06
Far Central West,2016-03-01,1312,2976,44.1,2835,8742,32.4,187520,142.9,63.01
Far South West,2016-03-01,,,,,,,,,
Longreach,2016-03-01,2420,6727,36,3707,20460,18.1,269841,111.5,40.11
Migratory - Offshore - Shipping (Qld),2016-03-01,30680,41726,73.5,71904,122326,58.8,11575674,377.3,277.42
Burleigh Heads,2016-04-01,5934,9000,65.9,15264,30810,49.5,1114204,187.75,123.8
Mermaid Beach - Broadbeach,2016-04-01,56284,83490,67.4,127821,274710,46.5,10801537,191.91,129.38
Mermaid Waters,2016-04-01,,,,,,,,,
Miami,2016-04-01,2676,4110,65.1,4799,12990,36.9,215415,80.5,52.41
Coolangatta,2016-04-01,17030,23370,72.9,39435,77040,51.2,2542784,149.32,108.81
Currumbin - Tugun,2016-04-01,,,,,,,,,
Palm Beach,2016-04-01,2881,4380,65.8,4395,13410,32.8,308563,107.1,70.45
Biggera Waters,2016-04-01,4048,5970,67.8,8531,20130,42.4,633601,156.53,106.13
Labrador,2016-04-01,,,,,,,,,
Paradise Point - Hollywell,2016-04-01,,,,,,,,,
Runaway Bay,2016-04-01,,,,,,,,,
Tamborine - Canungra,2016-04-01,4019,8730,46,7381,26100,28.3,775969,193.08,88.89
Currumbin Valley - Tallebudgera,2016-04-01,,,,,,,,,
Carrara,2016-04-01,,,,,,,,,
Nerang - Mount Nathan,2016-04-01,,,,,,,,,
Coomera,2016-04-01,,,,,,,,,
Hope Island,2016-04-01,,,,,,,,,
Ormeau - Yatala,2016-04-01,,,,,,,,,
Varsity Lakes,2016-04-01,,,,,,,,,
Southport,2016-04-01,,,,,,,,,
Benowa,2016-04-01,,,,,,,,,
Main Beach,2016-04-01,24568,35340,69.5,66324,114990,57.7,5952793,242.3,168.44
Surfers Paradise,2016-04-01,138771,190746,72.8,338037,565496,59.8,21193458,152.72,111.11
Beaudesert,2016-04-01,,,,,,,,,
Cleveland,2016-04-01,,,,,,,,,
Ormiston,2016-04-01,,,,,,,,,
Redland Islands,2016-04-01,4076,5940,68.6,7135,25140,28.4,568844,139.56,95.76
Manly - Lota,2016-04-01,,,,,,,,,
Wakerley,2016-04-01,,,,,,,,,
Wynnum,2016-04-01,,,,,,,,,
Wynnum West - Hemmant,2016-04-01,,,,,,,,,
Carseldine,2016-04-01,,,,,,,,,
Aspley,2016-04-01,,,,,,,,,
Chermside,2016-04-01,5968,9900,60.3,11099,26430,42,1010746,169.36,102.1
Boondall,2016-04-01,,,,,,,,,
Brisbane Airport,2016-04-01,,,,,,,,,
Northgate - Virginia,2016-04-01,,,,,,,,,
Annerley,2016-04-01,,,,,,,,,
Greenslopes,2016-04-01,,,,,,,,,
Woolloongabba,2016-04-01,6147,9630,63.8,10929,20790,52.6,707618,115.12,73.48
Eight Mile Plains,2016-04-01,,,,,,,,,
Mount Gravatt,2016-04-01,,,,,,,,,
Upper Mount Gravatt,2016-04-01,,,,,,,,,
Robertson,2016-04-01,,,,,,,,,
Calamvale - Stretton,2016-04-01,,,,,,,,,
Rocklea - Acacia Ridge,2016-04-01,2128,3840,55.4,2522,10050,25.1,248256,116.66,64.65
Sunnybank,2016-04-01,,,,,,,,,
Jindalee - Mount Ommaney,2016-04-01,,,,,,,,,
Indooroopilly,2016-04-01,,,,,,,,,
St Lucia,2016-04-01,,,,,,,,,
Brisbane City,2016-04-01,161237,215700,74.8,251138,549900,45.7,29173969,180.94,135.25
Fortitude Valley,2016-04-01,11510,17820,64.6,16898,36120,46.8,1768746,153.67,99.26
Kangaroo Point,2016-04-01,13190,22770,57.9,19993,60150,33.2,1772967,134.42,77.86
New Farm,2016-04-01,,,,,,,,,
South Brisbane,2016-04-01,16082,24982,64.4,25428,67496,37.7,2841665,176.7,113.75
Spring Hill,2016-04-01,26372,43530,60.6,40569,110160,36.8,3268403,123.93,75.08
Albion,2016-04-01,,,,,,,,,
Ascot,2016-04-01,1865,2790,66.8,3256,7530,43.2,291775,156.45,104.58
Clayfield,2016-04-01,,,,,,,,,
Hamilton (Qld),2016-04-01,5883,11910,49.4,9055,29970,30.2,867722,147.5,72.86
Hendra,2016-04-01,,,,,,,,,
Kelvin Grove - Herston,2016-04-01,,,,,,,,,
Newstead - Bowen Hills,2016-04-01,7763,14884,52.2,12206,38347,31.8,1112730,143.34,74.76
Windsor,2016-04-01,,,,,,,,,
Auchenflower,2016-04-01,,,,,,,,,
Paddington - Milton,2016-04-01,,,,,,,,,
Toowong,2016-04-01,3224,5580,57.8,6064,16740,36.2,496003,153.87,88.89
Darra - Sumner,2016-04-01,,,,,,,,,
Oxley (Qld),2016-04-01,,,,,,,,,
Boonah,2016-04-01,,,,,,,,,
Lowood,2016-04-01,,,,,,,,,
Rosewood,2016-04-01,,,,,,,,,
Ipswich - Central,2016-04-01,5694,8206,69.4,8270,20698,40,707706,124.28,86.24
Leichhardt - One Mile,2016-04-01,,,,,,,,,
North Ipswich - Tivoli,2016-04-01,,,,,,,,,
Raceview,2016-04-01,,,,,,,,,
Hillcrest,2016-04-01,,,,,,,,,
Loganholme - Tanah Merah,2016-04-01,,,,,,,,,
Loganlea,2016-04-01,,,,,,,,,
Waterford West,2016-04-01,,,,,,,,,
Slacks Creek,2016-04-01,,,,,,,,,
Springwood,2016-04-01,,,,,,,,,
Bribie Island,2016-04-01,1578,2820,56,3643,29790,12.2,224203,142.08,79.5
